text,label
"""Le gouvernement annonce de nouvelles règles pour réduire les émissions de CO2.""",0
"""La nouvelle application de streaming musical vient de sortir, essayez-la dès maintenant !""",0
"""Il pleut des cordes dans la région, attention aux routes inondées.""",0
"""Le musée d'art moderne expose une nouvelle collection ce week-end.""",0
"""J'adore mon nouveau téléphone, la batterie tient toute la journée !""",0
"""La boulangerie préférée de tout le quartier a enfin rouvert après les travaux.""",0
"""On annonce un pic de pollution pour demain, évitez de sortir si possible.""",0
"""Le match de football était incroyablement palpitant, j'ai hâte de voir le prochain.""",0
"""Le festival de musique commence ce soir, n'oubliez pas vos bouchons d'oreilles !""",0
"""J'ai trouvé un nouveau restaurant asiatique en descendant la rue principale.""",0
"""Le métro est en retard ce matin, prévoir plus de temps pour votre trajet.""",0
"""La nouvelle ligne de bus dessert maintenant le quartier historique, une bonne nouvelle pour les touristes.""",0
"""J'ai vu un magnifique coucher de soleil sur la plage hier soir, c'était magique.""",0
"""La bibliothèque a organisé un atelier de cuisine pour les enfants, ils ont adoré.""",0
"""Le nouveau film d'action est sorti aujourd'hui, prévenez vos amis pour aller le voir.""",0
"""Il fait un froid polaire ce matin, n'oubliez pas votre manteau !""",0
"""La compagnie de téléphone a annoncé une nouvelle offre pour les clients fidèles.""",0
"""Le marché de Noël est ouvert ce week-end, ne manquez pas les stands de friandises !""",0
"""J'ai entendu dire que le cinéma local ferme ses portes, c'est dommage pour les cinéphiles.""",0
"""Le centre commercial a organisé un défilé de mode pour enfants, c'était adorable.""",0
"""Le nouveau smartphone est plus rapide et plus puissant que son prédécesseur.""",0
"""La ville lance une campagne pour réduire les déchets dans les parcs.""",0
"""La nouvelle émission de télévision est hilarante, je recommande vraiment !""",0
"""Le musée des sciences organise une exposition sur les dinosaures cette semaine.""",0
"""La nouvelle application de fitness m'aide à rester motivé pour faire du sport.""",0
"""Le festival de films indépendants commence demain, j'ai hâte de découvrir de nouveaux talents.""",0
"""La nouvelle gamme de produits bio est disponible en magasin, essayez-les !""",0
"""Le parc d'attractions rouvre ses portes ce week-end, parfait pour une journée en famille.""",0
"""Le nouveau restaurant vegan en ville est délicieux, je recommande !""",0
"""La nouvelle ligne de train dessert maintenant la région campagne, c'est une bonne nouvelle pour les habitants.""",0
"""Le nouveau film d'animation est sorti aujourd'hui, emmenez vos enfants le voir.""",0
"""La nouvelle collection de vêtements Printemps/Été est disponible en ligne, faites vos achats maintenant !""",0
"""Le nouveau parc à thème ouvre ses portes demain, réservez vos billets à l'avance.""",0
"""Le nouveau jeu vidéo est sorti aujourd'hui, prévenez vos amis pour jouer ensemble.""",0
"""La nouvelle application de rencontres en ligne est très populaire, essayez-la !""",0
"""Le nouveau livre de mon auteur préféré est sorti aujourd'hui, je vais l'acheter Immediately.""",0
"""Le nouveau complexe sportif vient d'ouvrir, profitez des installations de qualité.""",0
"""La nouvelle ligne de bus dessert maintenant l'aéroport, pratique pour les voyageurs.""",0
"""Le nouveau film de science-fiction est sorti aujourd'hui, c'est un must-see pour les fans du genre.""",0
"""La nouvelle application de livraison de nourriture est très pratique, essayez-la dès maintenant !""",0
"""Le nouveau spa en ville est incroyablement relaxant, je recommande vraiment !""",0
